Year,Period,Scheme_description,Residence_county,Recipients
2021,3,Back to Work Scheme Family Dividend,Waterford,123
2021,3,Child Benefit,Waterford,15488
2021,3,Working Family Payment,Waterford,1555
2021,3,Back to Work Scheme Family Dividend,Westmeath,59
2021,3,Child Benefit,Westmeath,12597
2021,3,Working Family Payment,Westmeath,996
2021,3,Back to Work Scheme Family Dividend,Wexford,165
2021,3,Child Benefit,Wexford,20853
2021,3,Working Family Payment,Wexford,2107
2021,3,Back to Work Scheme Family Dividend,Wicklow,86
2021,3,Child Benefit,Wicklow,20281
2021,3,Working Family Payment,Wicklow,1140
2021,3,Carers Allowance,Carlow,1538
2021,3,Carers Benefit,Carlow,34
2021,3,Illness Benefit,Carlow,1794
2021,3,Disability Allowance,Carlow,2441
2021,3,Invalidity Pension,Carlow,1023
2021,3,Carers Allowance,Cavan,1554
2021,3,Carers Benefit,Cavan,70
2021,3,Illness Benefit,Cavan,2363
2021,3,Disability Allowance,Cavan,2322
2021,3,Invalidity Pension,Cavan,881
2021,3,Carers Allowance,Clare,2373
2021,3,Carers Benefit,Clare,113
2021,3,Illness Benefit,Clare,2648
2021,3,Disability Allowance,Clare,3849
2021,3,Invalidity Pension,Clare,1376
2021,3,Carers Allowance,Cork,10199
2021,3,Carers Benefit,Cork,540
2021,3,Illness Benefit,Cork,13858
2021,3,Disability Allowance,Cork,19058
2021,3,Invalidity Pension,Cork,7949
2021,3,Carers Allowance,Donegal,4434
2021,3,Carers Benefit,Donegal,172
2021,3,Illness Benefit,Donegal,4566
2021,3,Disability Allowance,Donegal,6209
2021,3,Invalidity Pension,Donegal,1694
2021,3,Carers Allowance,Dublin,19625
2021,3,Carers Benefit,Dublin,813
2021,3,Illness Benefit,Dublin,30107
2021,3,Disability Allowance,Dublin,37361
2021,3,Invalidity Pension,Dublin,13460
2021,3,Carers Allowance,Galway,4829
2021,3,Carers Benefit,Galway,292
2021,3,Illness Benefit,Galway,6780
2021,3,Disability Allowance,Galway,8605
2021,3,Invalidity Pension,Galway,2326
2021,3,Carers Allowance,Kerry,3321
2021,3,Carers Benefit,Kerry,176
2021,3,Illness Benefit,Kerry,3282
2021,3,Disability Allowance,Kerry,5831
2021,3,Invalidity Pension,Kerry,1772
2021,3,Carers Allowance,Kildare,3460
2021,3,Carers Benefit,Kildare,182
2021,3,Illness Benefit,Kildare,5209
2021,3,Disability Allowance,Kildare,5866
2021,3,Invalidity Pension,Kildare,2669
2021,3,Carers Allowance,Kilkenny,1877
2021,3,Carers Benefit,Kilkenny,83
2021,3,Illness Benefit,Kilkenny,2109
2021,3,Disability Allowance,Kilkenny,3158
2021,3,Invalidity Pension,Kilkenny,1146
2021,3,Carers Allowance,Laois,1921
2021,3,Carers Benefit,Laois,88
2021,3,Illness Benefit,Laois,2270
2021,3,Disability Allowance,Laois,3014
2021,3,Invalidity Pension,Laois,1121
2021,3,Carers Allowance,Leitrim,779
2021,3,Carers Benefit,Leitrim,56
2021,3,Illness Benefit,Leitrim,858
2021,3,Disability Allowance,Leitrim,1159
2021,3,Invalidity Pension,Leitrim,508
2021,3,Carers Allowance,Limerick,4990
2021,3,Carers Benefit,Limerick,190
2021,3,Illness Benefit,Limerick,5448
2021,3,Disability Allowance,Limerick,8100
2021,3,Invalidity Pension,Limerick,3461
2021,3,Carers Allowance,Longford,1226
2021,3,Carers Benefit,Longford,33
2021,3,Illness Benefit,Longford,1090
2021,3,Disability Allowance,Longford,1889
2021,3,Invalidity Pension,Longford,643
2021,3,Carers Allowance,Louth,2779
2021,3,Carers Benefit,Louth,130
2021,3,Illness Benefit,Louth,4042
2021,3,Disability Allowance,Louth,4466
2021,3,Invalidity Pension,Louth,1789
2021,3,Carers Allowance,Mayo,3064
2021,3,Carers Benefit,Mayo,145
2021,3,Illness Benefit,Mayo,3523
2021,3,Disability Allowance,Mayo,4496
2021,3,Invalidity Pension,Mayo,1451
2021,3,Carers Allowance,Meath,2834
2021,3,Carers Benefit,Meath,158
2021,3,Illness Benefit,Meath,5159
2021,3,Disability Allowance,Meath,4507
2021,3,Invalidity Pension,Meath,2091
2021,3,Carers Allowance,Monaghan,1172
2021,3,Carers Benefit,Monaghan,53
2021,3,Illness Benefit,Monaghan,1929
2021,3,Disability Allowance,Monaghan,1754
2021,3,Invalidity Pension,Monaghan,641
2021,3,Carers Allowance,Offaly,2245
2021,3,Carers Benefit,Offaly,69
2021,3,Illness Benefit,Offaly,2152
2021,3,Disability Allowance,Offaly,3166
2021,3,Invalidity Pension,Offaly,1223
2021,3,Carers Allowance,Roscommon,1614
2021,3,Carers Benefit,Roscommon,94
2021,3,Illness Benefit,Roscommon,1641
2021,3,Disability Allowance,Roscommon,2333
2021,3,Invalidity Pension,Roscommon,933
2021,3,Carers Allowance,Sligo,1411
2021,3,Carers Benefit,Sligo,90
2021,3,Illness Benefit,Sligo,1653
2021,3,Disability Allowance,Sligo,2436
2021,3,Invalidity Pension,Sligo,909
2021,3,Carers Allowance,Tipperary,4286
2021,3,Carers Benefit,Tipperary,176
2021,3,Illness Benefit,Tipperary,3788
2021,3,Disability Allowance,Tipperary,6743
2021,3,Invalidity Pension,Tipperary,2423
2021,3,Carers Allowance,Waterford,2477
2021,3,Carers Benefit,Waterford,99
2021,3,Illness Benefit,Waterford,2953
2021,3,Disability Allowance,Waterford,4317
2021,3,Invalidity Pension,Waterford,1722
2021,3,Carers Allowance,Westmeath,2205
2021,3,Carers Benefit,Westmeath,117
2021,3,Illness Benefit,Westmeath,2400
2021,3,Disability Allowance,Westmeath,3464
2021,3,Invalidity Pension,Westmeath,1351
2021,3,Carers Allowance,Wexford,3964
2021,3,Carers Benefit,Wexford,139
2021,3,Illness Benefit,Wexford,3703
2021,3,Disability Allowance,Wexford,5997
2021,3,Invalidity Pension,Wexford,2189
2021,3,Carers Allowance,Wicklow,2448
2021,3,Carers Benefit,Wicklow,102
2021,3,Illness Benefit,Wicklow,2926
2021,3,Disability Allowance,Wicklow,4208
2021,3,Invalidity Pension,Wicklow,1520
2021,3,State Pension Contributory,Carlow,5349
2021,3,State Pension Non Contributory,Carlow,1295
2021,3,Widow(er)'s Contributory Pension,Carlow,1575
2021,3,State Pension Contributory,Cavan,6272
2021,3,State Pension Non Contributory,Cavan,2258
2021,3,Widow(er)'s Contributory Pension,Cavan,1823
2021,3,State Pension Contributory,Clare,11546
2021,3,State Pension Non Contributory,Clare,3243
2021,3,Widow(er)'s Contributory Pension,Clare,3150
2021,3,State Pension Contributory,Cork,49301
2021,3,State Pension Non Contributory,Cork,9808
2021,3,Widow(er)'s Contributory Pension,Cork,13908
2021,3,State Pension Contributory,Donegal,12673
2021,3,State Pension Non Contributory,Donegal,7204
2021,3,Widow(er)'s Contributory Pension,Donegal,3645
2021,3,State Pension Contributory,Dublin,114584
2021,3,State Pension Non Contributory,Dublin,15436
2021,3,Widow(er)'s Contributory Pension,Dublin,30873
2021,3,State Pension Contributory,Galway,20691
2021,3,State Pension Non Contributory,Galway,7200
2021,3,Widow(er)'s Contributory Pension,Galway,5812
2021,3,State Pension Contributory,Kerry,14171
2021,3,State Pension Non Contributory,Kerry,4810
2021,3,Widow(er)'s Contributory Pension,Kerry,3996
2021,3,State Pension Contributory,Kildare,17167
2021,3,State Pension Non Contributory,Kildare,2416
2021,3,Widow(er)'s Contributory Pension,Kildare,4866
2021,3,State Pension Contributory,Kilkenny,8805
2021,3,State Pension Non Contributory,Kilkenny,2072
2021,3,Widow(er)'s Contributory Pension,Kilkenny,2388
2021,3,State Pension Contributory,Laois,6062
2021,3,State Pension Non Contributory,Laois,1619
2021,3,Widow(er)'s Contributory Pension,Laois,1874
2021,3,State Pension Contributory,Leitrim,3245
2021,3,State Pension Non Contributory,Leitrim,1154
2021,3,Widow(er)'s Contributory Pension,Leitrim,1032
2021,3,State Pension Contributory,Limerick,18422
2021,3,State Pension Non Contributory,Limerick,3954
2021,3,Widow(er)'s Contributory Pension,Limerick,5207
2021,3,State Pension Contributory,Longford,3788
2021,3,State Pension Non Contributory,Longford,1270
2021,3,Widow(er)'s Contributory Pension,Longford,1074
2021,3,State Pension Contributory,Louth,11223
2021,3,State Pension Non Contributory,Louth,2484
2021,3,Widow(er)'s Contributory Pension,Louth,3073
2021,3,State Pension Contributory,Mayo,12525
2021,3,State Pension Non Contributory,Mayo,5356
2021,3,Widow(er)'s Contributory Pension,Mayo,3688
2021,3,State Pension Contributory,Meath,15096
2021,3,State Pension Non Contributory,Meath,2754
2021,3,Widow(er)'s Contributory Pension,Meath,4234
2021,3,State Pension Contributory,Monaghan,5384
2021,3,State Pension Non Contributory,Monaghan,1833
2021,3,Widow(er)'s Contributory Pension,Monaghan,1600
2021,3,State Pension Contributory,Offaly,6582
2021,3,State Pension Non Contributory,Offaly,1557
2021,3,Widow(er)'s Contributory Pension,Offaly,2019
2021,3,State Pension Contributory,Roscommon,6272
2021,3,State Pension Non Contributory,Roscommon,2098
2021,3,Widow(er)'s Contributory Pension,Roscommon,1840
2021,3,State Pension Contributory,Sligo,6652
2021,3,State Pension Non Contributory,Sligo,1783
2021,3,Widow(er)'s Contributory Pension,Sligo,1874
2021,3,State Pension Contributory,Tipperary,15651
2021,3,State Pension Non Contributory,Tipperary,4177
2021,3,Widow(er)'s Contributory Pension,Tipperary,4661
2021,3,State Pension Contributory,Waterford,11341
2021,3,State Pension Non Contributory,Waterford,2586
2021,3,Widow(er)'s Contributory Pension,Waterford,3239
2021,3,State Pension Contributory,Westmeath,7862
2021,3,State Pension Non Contributory,Westmeath,1725
2021,3,Widow(er)'s Contributory Pension,Westmeath,2381
2021,3,State Pension Contributory,Wexford,14119
2021,3,State Pension Non Contributory,Wexford,4097
2021,3,Widow(er)'s Contributory Pension,Wexford,4129
2021,3,State Pension Contributory,Wicklow,13434
2021,3,State Pension Non Contributory,Wicklow,2248
2021,3,Widow(er)'s Contributory Pension,Wicklow,3486
2021,3,Household Benefits,Carlow,1170
2021,3,Household Benefits,Carlow,1640
2021,3,Rent Supplement,Carlow,162
2021,3,Household Benefits,Cavan,1410
2021,3,Household Benefits,Cavan,1953
2021,3,Rent Supplement,Cavan,182
2021,3,Household Benefits,Clare,2277
2021,3,Household Benefits,Clare,3301
2021,3,Rent Supplement,Clare,111
2021,3,Household Benefits,Cork,8782
2021,3,Household Benefits,Cork,15183
2021,3,Rent Supplement,Cork,2134
2021,3,Household Benefits,Donegal,3585
2021,3,Household Benefits,Donegal,3396
2021,3,Rent Supplement,Donegal,123
2021,3,Household Benefits,Dublin,18171
2021,3,Household Benefits,Dublin,40373
2021,3,Rent Supplement,Dublin,8773
2021,3,Household Benefits,Galway,4310
2021,3,Household Benefits,Galway,5848
2021,3,Rent Supplement,Galway,711
2021,3,Household Benefits,Kerry,2929
2021,3,Household Benefits,Kerry,3570
2021,3,Rent Supplement,Kerry,603
2021,3,Household Benefits,Kildare,2740
2021,3,Household Benefits,Kildare,5195
2021,3,Rent Supplement,Kildare,770
2021,3,Household Benefits,Kilkenny,1610
2021,3,Household Benefits,Kilkenny,2508
2021,3,Rent Supplement,Kilkenny,127
2021,3,Household Benefits,Laois,1661
2021,3,Household Benefits,Laois,1825
2021,3,Rent Supplement,Laois,110
2021,3,Household Benefits,Leitrim,753
2021,3,Household Benefits,Leitrim,1076
2021,3,Rent Supplement,Leitrim,58
2021,3,Household Benefits,Limerick,3901
2021,3,Household Benefits,Limerick,5789
2021,3,Rent Supplement,Limerick,391
2021,3,Household Benefits,Longford,1121
2021,3,Household Benefits,Longford,1360
2021,3,Rent Supplement,Longford,55
2021,3,Household Benefits,Louth,2293
2021,3,Household Benefits,Louth,3402
2021,3,Rent Supplement,Louth,138
2021,3,Household Benefits,Mayo,2875
2021,3,Household Benefits,Mayo,3885
2021,3,Rent Supplement,Mayo,243
2021,3,Household Benefits,Meath,2324
2021,3,Household Benefits,Meath,4417
2021,3,Rent Supplement,Meath,253
2021,3,Household Benefits,Monaghan,1001
2021,3,Household Benefits,Monaghan,1519
2021,3,Rent Supplement,Monaghan,129
2021,3,Household Benefits,Offaly,1565
2021,3,Household Benefits,Offaly,1732
2021,3,Rent Supplement,Offaly,65
2021,3,Household Benefits,Roscommon,1417
2021,3,Household Benefits,Roscommon,1930
2021,3,Rent Supplement,Roscommon,118
2021,3,Household Benefits,Sligo,1337
2021,3,Household Benefits,Sligo,2077
2021,3,Rent Supplement,Sligo,109
2021,3,Household Benefits,Tipperary,3563
2021,3,Household Benefits,Tipperary,4830
2021,3,Rent Supplement,Tipperary,154
2021,3,Household Benefits,Waterford,2352
2021,3,Household Benefits,Waterford,3547
2021,3,Rent Supplement,Waterford,97
2021,3,Household Benefits,Westmeath,1804
2021,3,Household Benefits,Westmeath,2352
2021,3,Rent Supplement,Westmeath,335
2021,3,Household Benefits,Wexford,3091
2021,3,Household Benefits,Wexford,3957
2021,3,Rent Supplement,Wexford,358
2021,3,Household Benefits,Wicklow,1969
2021,3,Household Benefits,Wicklow,3997
2021,3,Rent Supplement,Wicklow,621
2021,3,Maternity Benefit,Carlow,346
2021,3,One Parent Family Payment,Carlow,583
2021,3,Parents Benefit,Carlow,192
2021,3,Paternity Benefit,Carlow,88
2021,3,Pandemic Unemployment Claim,Carlow,2016
2021,3,Jobseekers Allowance,Carlow,2584
2021,3,Jobseekers Benefit,Carlow,740
2021,3,Widows Non Contributory Pension,Carlow,10
2021,3,Maternity Benefit,Cavan,464
2021,3,One Parent Family Payment,Cavan,484
2021,3,Parents Benefit,Cavan,288
2021,3,Paternity Benefit,Cavan,97
2021,3,Pandemic Unemployment Claim,Cavan,2995
2021,3,Jobseekers Allowance,Cavan,2820
2021,3,Jobseekers Benefit,Cavan,973
2021,3,Widows Non Contributory Pension,Cavan,24
2021,3,Maternity Benefit,Clare,629
2021,3,One Parent Family Payment,Clare,845
2021,3,Parents Benefit,Clare,419
2021,3,Paternity Benefit,Clare,148
2021,3,Pandemic Unemployment Claim,Clare,5162
2021,3,Jobseekers Allowance,Clare,4085
2021,3,Jobseekers Benefit,Clare,1711
2021,3,Widows Non Contributory Pension,Clare,40
2021,3,Maternity Benefit,Cork,3492
2021,3,One Parent Family Payment,Cork,3967
2021,3,Parents Benefit,Cork,2248
2021,3,Paternity Benefit,Cork,829
2021,3,Pandemic Unemployment Claim,Cork,20270
2021,3,Jobseekers Allowance,Cork,12662
2021,3,Jobseekers Benefit,Cork,6679
2021,3,Widows Non Contributory Pension,Cork,108
2021,3,Maternity Benefit,Donegal,810
2021,3,One Parent Family Payment,Donegal,1326
2021,3,Parents Benefit,Donegal,478
2021,3,Paternity Benefit,Donegal,170
2021,3,Pandemic Unemployment Claim,Donegal,7400
2021,3,Jobseekers Allowance,Donegal,8201
2021,3,Jobseekers Benefit,Donegal,2103
2021,3,Widows Non Contributory Pension,Donegal,69
2021,3,Maternity Benefit,Dublin,8569
2021,3,One Parent Family Payment,Dublin,14044
2021,3,Parents Benefit,Dublin,4459
2021,3,Paternity Benefit,Dublin,1871
2021,3,Pandemic Unemployment Claim,Dublin,81996
2021,3,Jobseekers Allowance,Dublin,39574
2021,3,Jobseekers Benefit,Dublin,16893
2021,3,Widows Non Contributory Pension,Dublin,313
2021,3,Maternity Benefit,Galway,1594
2021,3,One Parent Family Payment,Galway,1408
2021,3,Parents Benefit,Galway,1059
2021,3,Paternity Benefit,Galway,348
2021,3,Pandemic Unemployment Claim,Galway,11992
2021,3,Jobseekers Allowance,Galway,7796
2021,3,Jobseekers Benefit,Galway,3063
2021,3,Widows Non Contributory Pension,Galway,83
2021,3,Maternity Benefit,Kerry,805
2021,3,One Parent Family Payment,Kerry,1009
2021,3,Parents Benefit,Kerry,499
2021,3,Paternity Benefit,Kerry,160
2021,3,Pandemic Unemployment Claim,Kerry,7588
2021,3,Jobseekers Allowance,Kerry,5187
2021,3,Jobseekers Benefit,Kerry,2189
2021,3,Widows Non Contributory Pension,Kerry,45
2021,3,Maternity Benefit,Kildare,1557
2021,3,One Parent Family Payment,Kildare,1701
2021,3,Parents Benefit,Kildare,953
2021,3,Paternity Benefit,Kildare,359
2021,3,Pandemic Unemployment Claim,Kildare,9622
2021,3,Jobseekers Allowance,Kildare,6065
2021,3,Jobseekers Benefit,Kildare,2910
2021,3,Widows Non Contributory Pension,Kildare,27
2021,3,Maternity Benefit,Kilkenny,554
2021,3,One Parent Family Payment,Kilkenny,722
2021,3,Parents Benefit,Kilkenny,416
2021,3,Paternity Benefit,Kilkenny,106
2021,3,Pandemic Unemployment Claim,Kilkenny,3751
2021,3,Jobseekers Allowance,Kilkenny,3337
2021,3,Jobseekers Benefit,Kilkenny,1198
2021,3,Widows Non Contributory Pension,Kilkenny,21
2021,3,Maternity Benefit,Laois,505
2021,3,One Parent Family Payment,Laois,754
2021,3,Parents Benefit,Laois,263
2021,3,Paternity Benefit,Laois,111
2021,3,Pandemic Unemployment Claim,Laois,3143
2021,3,Jobseekers Allowance,Laois,3071
2021,3,Jobseekers Benefit,Laois,962
2021,3,Widows Non Contributory Pension,Laois,23
2021,3,Maternity Benefit,Leitrim,187
2021,3,One Parent Family Payment,Leitrim,170
2021,3,Parents Benefit,Leitrim,140
2021,3,Paternity Benefit,Leitrim,45
2021,3,Pandemic Unemployment Claim,Leitrim,1253
2021,3,Jobseekers Allowance,Leitrim,1418
2021,3,Jobseekers Benefit,Leitrim,395
2021,3,Widows Non Contributory Pension,Leitrim,10
2021,3,Maternity Benefit,Limerick,1126
2021,3,One Parent Family Payment,Limerick,1917
2021,3,Parents Benefit,Limerick,632
2021,3,Paternity Benefit,Limerick,262
2021,3,Pandemic Unemployment Claim,Limerick,7824
2021,3,Jobseekers Allowance,Limerick,6278
2021,3,Jobseekers Benefit,Limerick,2633
2021,3,Widows Non Contributory Pension,Limerick,51
2021,3,Maternity Benefit,Longford,228
2021,3,One Parent Family Payment,Longford,446
2021,3,Parents Benefit,Longford,130
2021,3,Paternity Benefit,Longford,46
2021,3,Pandemic Unemployment Claim,Longford,1443
2021,3,Jobseekers Allowance,Longford,2014
2021,3,Jobseekers Benefit,Longford,513
2021,3,Widows Non Contributory Pension,Longford,19
2021,3,Maternity Benefit,Louth,701
2021,3,One Parent Family Payment,Louth,1555
2021,3,Parents Benefit,Louth,370
2021,3,Paternity Benefit,Louth,162
2021,3,Pandemic Unemployment Claim,Louth,6405
2021,3,Jobseekers Allowance,Louth,6062
2021,3,Jobseekers Benefit,Louth,1820
2021,3,Widows Non Contributory Pension,Louth,46
2021,3,Maternity Benefit,Mayo,773
2021,3,One Parent Family Payment,Mayo,870
2021,3,Parents Benefit,Mayo,450
2021,3,Paternity Benefit,Mayo,169
2021,3,Pandemic Unemployment Claim,Mayo,5381
2021,3,Jobseekers Allowance,Mayo,5035
2021,3,Jobseekers Benefit,Mayo,1588
2021,3,Widows Non Contributory Pension,Mayo,59
2021,3,Maternity Benefit,Meath,1410
2021,3,One Parent Family Payment,Meath,1528
2021,3,Parents Benefit,Meath,779
2021,3,Paternity Benefit,Meath,298
2021,3,Pandemic Unemployment Claim,Meath,9640
2021,3,Jobseekers Allowance,Meath,5311
2021,3,Jobseekers Benefit,Meath,2946
2021,3,Widows Non Contributory Pension,Meath,20
2021,3,Maternity Benefit,Monaghan,451
2021,3,One Parent Family Payment,Monaghan,450
2021,3,Parents Benefit,Monaghan,274
2021,3,Paternity Benefit,Monaghan,91
2021,3,Pandemic Unemployment Claim,Monaghan,2872
2021,3,Jobseekers Allowance,Monaghan,1992
2021,3,Jobseekers Benefit,Monaghan,788
2021,3,Widows Non Contributory Pension,Monaghan,23
2021,3,Maternity Benefit,Offaly,467
2021,3,One Parent Family Payment,Offaly,678
2021,3,Parents Benefit,Offaly,230
2021,3,Paternity Benefit,Offaly,119
2021,3,Pandemic Unemployment Claim,Offaly,2780
2021,3,Jobseekers Allowance,Offaly,2853
2021,3,Jobseekers Benefit,Offaly,1031
2021,3,Widows Non Contributory Pension,Offaly,20
2021,3,Maternity Benefit,Roscommon,358
2021,3,One Parent Family Payment,Roscommon,366
2021,3,Parents Benefit,Roscommon,244
2021,3,Paternity Benefit,Roscommon,86
2021,3,Pandemic Unemployment Claim,Roscommon,2465
2021,3,Jobseekers Allowance,Roscommon,2060
2021,3,Jobseekers Benefit,Roscommon,788
2021,3,Widows Non Contributory Pension,Roscommon,28
2021,3,Maternity Benefit,Sligo,399
2021,3,One Parent Family Payment,Sligo,531
2021,3,Parents Benefit,Sligo,245
2021,3,Paternity Benefit,Sligo,94
2021,3,Pandemic Unemployment Claim,Sligo,2681
2021,3,Jobseekers Allowance,Sligo,2554
2021,3,Jobseekers Benefit,Sligo,793
2021,3,Widows Non Contributory Pension,Sligo,15
2021,3,Maternity Benefit,Tipperary,912
2021,3,One Parent Family Payment,Tipperary,1498
2021,3,Parents Benefit,Tipperary,556
2021,3,Paternity Benefit,Tipperary,206
2021,3,Pandemic Unemployment Claim,Tipperary,5500
2021,3,Jobseekers Allowance,Tipperary,6065
2021,3,Jobseekers Benefit,Tipperary,1950
2021,3,Widows Non Contributory Pension,Tipperary,61
2021,3,Maternity Benefit,Waterford,658
2021,3,One Parent Family Payment,Waterford,1331
2021,3,Parents Benefit,Waterford,400
2021,3,Paternity Benefit,Waterford,115
2021,3,Pandemic Unemployment Claim,Waterford,4535
2021,3,Jobseekers Allowance,Waterford,5701
2021,3,Jobseekers Benefit,Waterford,1665
2021,3,Widows Non Contributory Pension,Waterford,21
2021,3,Maternity Benefit,Westmeath,533
2021,3,One Parent Family Payment,Westmeath,825
2021,3,Parents Benefit,Westmeath,345
2021,3,Paternity Benefit,Westmeath,138
2021,3,Pandemic Unemployment Claim,Westmeath,3605
2021,3,Jobseekers Allowance,Westmeath,3448
2021,3,Jobseekers Benefit,Westmeath,1125
2021,3,Widows Non Contributory Pension,Westmeath,28
2021,3,Maternity Benefit,Wexford,848
2021,3,One Parent Family Payment,Wexford,1560
2021,3,Parents Benefit,Wexford,489
2021,3,Paternity Benefit,Wexford,171
2021,3,Pandemic Unemployment Claim,Wexford,5747
2021,3,Jobseekers Allowance,Wexford,6886
2021,3,Jobseekers Benefit,Wexford,2020
2021,3,Widows Non Contributory Pension,Wexford,49
2021,3,Maternity Benefit,Wicklow,873
2021,3,One Parent Family Payment,Wicklow,1194
2021,3,Parents Benefit,Wicklow,446
2021,3,Paternity Benefit,Wicklow,194
2021,3,Pandemic Unemployment Claim,Wicklow,6276
2021,3,Jobseekers Allowance,Wicklow,4520
2021,3,Jobseekers Benefit,Wicklow,1916
2021,3,Widows Non Contributory Pension,Wicklow,34
2021,4,Back to Work Scheme Family Dividend,Carlow,90
2021,4,Child Benefit,Carlow,8339
2021,4,Working Family Payment,Carlow,773
2021,4,Back to Work Scheme Family Dividend,Cavan,54
2021,4,Child Benefit,Cavan,10537
2021,4,Working Family Payment,Cavan,1079
2021,4,Back to Work Scheme Family Dividend,Clare,73
2021,4,Child Benefit,Clare,15468
2021,4,Working Family Payment,Clare,1124
2021,4,Back to Work Scheme Family Dividend,Cork,299
2021,4,Child Benefit,Cork,70986
2021,4,Working Family Payment,Cork,4959
2021,4,Back to Work Scheme Family Dividend,Donegal,175
2021,4,Child Benefit,Donegal,20172
2021,4,Working Family Payment,Donegal,2541
2021,4,Back to Work Scheme Family Dividend,Dublin,813
2021,4,Child Benefit,Dublin,172544
2021,4,Working Family Payment,Dublin,12007
2021,4,Back to Work Scheme Family Dividend,Galway,145
2021,4,Child Benefit,Galway,32744
2021,4,Working Family Payment,Galway,2283
2021,4,Back to Work Scheme Family Dividend,Kerry,65
2021,4,Child Benefit,Kerry,17789
2021,4,Working Family Payment,Kerry,1446
2021,4,Back to Work Scheme Family Dividend,Kildare,177
2021,4,Child Benefit,Kildare,34115
2021,4,Working Family Payment,Kildare,2149
2021,4,Back to Work Scheme Family Dividend,Kilkenny,77
2021,4,Child Benefit,Kilkenny,12842
2021,4,Working Family Payment,Kilkenny,954
2021,4,Back to Work Scheme Family Dividend,Laois,118
2021,4,Child Benefit,Laois,12337
2021,4,Working Family Payment,Laois,1056
2021,4,Back to Work Scheme Family Dividend,Leitrim,26
2021,4,Child Benefit,Leitrim,4205
2021,4,Working Family Payment,Leitrim,347
2021,4,Back to Work Scheme Family Dividend,Limerick,84
2021,4,Child Benefit,Limerick,24950
2021,4,Working Family Payment,Limerick,2056
2021,4,Back to Work Scheme Family Dividend,Longford,34
2021,4,Child Benefit,Longford,5811
2021,4,Working Family Payment,Longford,725
2021,4,Back to Work Scheme Family Dividend,Louth,92
2021,4,Child Benefit,Louth,18489
2021,4,Working Family Payment,Louth,1859
2021,4,Back to Work Scheme Family Dividend,Mayo,79
2021,4,Child Benefit,Mayo,15764
2021,4,Working Family Payment,Mayo,1332
2021,4,Back to Work Scheme Family Dividend,Meath,133
2021,4,Child Benefit,Meath,31042
2021,4,Working Family Payment,Meath,1994
2021,4,Back to Work Scheme Family Dividend,Monaghan,35
2021,4,Child Benefit,Monaghan,8292
2021,4,Working Family Payment,Monaghan,953
2021,4,Back to Work Scheme Family Dividend,Offaly,49
2021,4,Child Benefit,Offaly,10500
2021,4,Working Family Payment,Offaly,898
2021,4,Back to Work Scheme Family Dividend,Roscommon,56
2021,4,Child Benefit,Roscommon,8399
2021,4,Working Family Payment,Roscommon,735
2021,4,Back to Work Scheme Family Dividend,Sligo,67
2021,4,Child Benefit,Sligo,8053
2021,4,Working Family Payment,Sligo,685
2021,4,Back to Work Scheme Family Dividend,Tipperary,179
2021,4,Child Benefit,Tipperary,21184
2021,4,Working Family Payment,Tipperary,1830
2021,4,Back to Work Scheme Family Dividend,Waterford,130
2021,4,Child Benefit,Waterford,15550
2021,4,Working Family Payment,Waterford,1584
2021,4,Back to Work Scheme Family Dividend,Westmeath,54
2021,4,Child Benefit,Westmeath,12619
2021,4,Working Family Payment,Westmeath,992
2021,4,Back to Work Scheme Family Dividend,Wexford,170
2021,4,Child Benefit,Wexford,20888
2021,4,Working Family Payment,Wexford,2153
2021,4,Back to Work Scheme Family Dividend,Wicklow,81
2021,4,Child Benefit,Wicklow,20346
2021,4,Working Family Payment,Wicklow,1139
2021,4,Carers Allowance,Carlow,1553
2021,4,Carers Benefit,Carlow,33
2021,4,Illness Benefit,Carlow,2580
2021,4,Disability Allowance,Carlow,2481
2021,4,Invalidity Pension,Carlow,1013
2021,4,Carers Allowance,Cavan,1554
2021,4,Carers Benefit,Cavan,68
2021,4,Illness Benefit,Cavan,2746
2021,4,Disability Allowance,Cavan,2321
2021,4,Invalidity Pension,Cavan,884
2021,4,Carers Allowance,Clare,2376
2021,4,Carers Benefit,Clare,100
2021,4,Illness Benefit,Clare,3817
2021,4,Disability Allowance,Clare,3865
2021,4,Invalidity Pension,Clare,1367
2021,4,Carers Allowance,Cork,10234
2021,4,Carers Benefit,Cork,514
2021,4,Illness Benefit,Cork,19497
2021,4,Disability Allowance,Cork,19104
2021,4,Invalidity Pension,Cork,7872
2021,4,Carers Allowance,Donegal,4429
2021,4,Carers Benefit,Donegal,168
2021,4,Illness Benefit,Donegal,5311
2021,4,Disability Allowance,Donegal,6235
2021,4,Invalidity Pension,Donegal,1674
2021,4,Carers Allowance,Dublin,19736
2021,4,Carers Benefit,Dublin,735
2021,4,Illness Benefit,Dublin,42734
2021,4,Disability Allowance,Dublin,37489
2021,4,Invalidity Pension,Dublin,13293
2021,4,Carers Allowance,Galway,4828
2021,4,Carers Benefit,Galway,271
2021,4,Illness Benefit,Galway,9203
2021,4,Disability Allowance,Galway,8601
2021,4,Invalidity Pension,Galway,2306
2021,4,Carers Allowance,Kerry,3361
2021,4,Carers Benefit,Kerry,166
2021,4,Illness Benefit,Kerry,4929
2021,4,Disability Allowance,Kerry,5864
2021,4,Invalidity Pension,Kerry,1751
2021,4,Carers Allowance,Kildare,3453
