"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C01999V02434","ILO Economic Status","UNIT","VALUE"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","1","Male","12","Others not in labour force","Thousand","570.5"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","1","Male","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","-","All ILO economic status","Thousand","1936.1"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","01","In labour force","Thousand","1073.6"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","02","In employment","Thousand","1007.5"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","03","In employment full-time","Thousand","691.4"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","04","In employment part-time","Thousand","316.1"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","05","In employment part-time - not underemployed","Thousand","261.4"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","06","In employment part-time - underemployed","Thousand","54.7"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","07","Unemployed","Thousand","66.1"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","47.3"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","09","Unemployed seeking part-time work","Thousand","18.7"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","10","Not in labour force","Thousand","862.5"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","11","Potential additional labour force","Thousand","14.4"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","12","Others not in labour force","Thousand","848.1"
"QLF01C01","Persons aged 15 years and over","20172","2017Q2","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","-","All ILO economic status","Thousand","3814.9"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","01","In labour force","Thousand","2376.7"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","02","In employment","Thousand","2212.3"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","03","In employment full-time","Thousand","1773.5"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","04","In employment part-time","Thousand","438.8"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","05","In employment part-time - not underemployed","Thousand","322.5"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","06","In employment part-time - underemployed","Thousand","116.3"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","07","Unemployed","Thousand","164.4"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","123.6"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","09","Unemployed seeking part-time work","Thousand","33.2"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","10","Not in labour force","Thousand","1438.2"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","11","Potential additional labour force","Thousand","117.2"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","12","Others not in labour force","Thousand","1321"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","7.7"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","-","All ILO economic status","Thousand","1871.9"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","01","In labour force","Thousand","1293.5"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","02","In employment","Thousand","1201.2"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","03","In employment full-time","Thousand","1069.3"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","04","In employment part-time","Thousand","131.9"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","05","In employment part-time - not underemployed","Thousand","83.6"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","06","In employment part-time - underemployed","Thousand","48.3"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","07","Unemployed","Thousand","92.3"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","76.5"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","09","Unemployed seeking part-time work","Thousand","9.7"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","10","Not in labour force","Thousand","578.4"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","11","Potential additional labour force","Thousand","51"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","12","Others not in labour force","Thousand","527.4"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","1","Male","14","Unemployed seeking work as self-employed","Thousand","6.1"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","-","All ILO economic status","Thousand","1943"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","01","In labour force","Thousand","1083.3"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","02","In employment","Thousand","1011.1"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","03","In employment full-time","Thousand","704.2"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","04","In employment part-time","Thousand","306.9"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","05","In employment part-time - not underemployed","Thousand","238.9"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","06","In employment part-time - underemployed","Thousand","68"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","07","Unemployed","Thousand","72.1"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","47.1"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","09","Unemployed seeking part-time work","Thousand","23.5"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","10","Not in labour force","Thousand","859.8"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","11","Potential additional labour force","Thousand","66.2"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","12","Others not in labour force","Thousand","793.6"
"QLF01C01","Persons aged 15 years and over","20173","2017Q3","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","-","All ILO economic status","Thousand","3836.1"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","01","In labour force","Thousand","2379.7"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","02","In employment","Thousand","2234.7"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","03","In employment full-time","Thousand","1773.9"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","04","In employment part-time","Thousand","460.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","05","In employment part-time - not underemployed","Thousand","345.4"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","06","In employment part-time - underemployed","Thousand","115.4"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","07","Unemployed","Thousand","145"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","104.1"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","09","Unemployed seeking part-time work","Thousand","34.2"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","10","Not in labour force","Thousand","1456.4"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","11","Potential additional labour force","Thousand","112.5"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","12","Others not in labour force","Thousand","1343.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","6.7"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","-","All ILO economic status","Thousand","1883.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","01","In labour force","Thousand","1294"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","02","In employment","Thousand","1210"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","03","In employment full-time","Thousand","1070.5"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","04","In employment part-time","Thousand","139.5"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","05","In employment part-time - not underemployed","Thousand","93.1"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","06","In employment part-time - underemployed","Thousand","46.4"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","07","Unemployed","Thousand","84"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","67.1"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","09","Unemployed seeking part-time work","Thousand","11.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","10","Not in labour force","Thousand","589.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","11","Potential additional labour force","Thousand","52.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","12","Others not in labour force","Thousand","537"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","1","Male","14","Unemployed seeking work as self-employed","Thousand","5.1"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","-","All ILO economic status","Thousand","1952.3"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","01","In labour force","Thousand","1085.7"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","02","In employment","Thousand","1024.7"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","03","In employment full-time","Thousand","703.4"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","04","In employment part-time","Thousand","321.3"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","05","In employment part-time - not underemployed","Thousand","252.4"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","06","In employment part-time - underemployed","Thousand","69"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","07","Unemployed","Thousand","61"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","37"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","09","Unemployed seeking part-time work","Thousand","22.5"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","10","Not in labour force","Thousand","866.6"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","11","Potential additional labour force","Thousand","59.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","12","Others not in labour force","Thousand","806.8"
"QLF01C01","Persons aged 15 years and over","20174","2017Q4","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","-","All ILO economic status","Thousand","3843.4"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","01","In labour force","Thousand","2359.4"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","02","In employment","Thousand","2225.3"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","03","In employment full-time","Thousand","1770.2"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","04","In employment part-time","Thousand","455.1"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","05","In employment part-time - not underemployed","Thousand","341.4"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","06","In employment part-time - underemployed","Thousand","113.8"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","07","Unemployed","Thousand","134.1"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","96"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","09","Unemployed seeking part-time work","Thousand","30.8"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","10","Not in labour force","Thousand","1484"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","11","Potential additional labour force","Thousand","120.1"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","12","Others not in labour force","Thousand","1363.9"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","7.3"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","-","All ILO economic status","Thousand","1886.4"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","01","In labour force","Thousand","1285.1"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","02","In employment","Thousand","1210.7"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","03","In employment full-time","Thousand","1071.6"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","04","In employment part-time","Thousand","139"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","05","In employment part-time - not underemployed","Thousand","93.2"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","06","In employment part-time - underemployed","Thousand","45.9"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","07","Unemployed","Thousand","74.4"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","60.1"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","09","Unemployed seeking part-time work","Thousand","9"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","10","Not in labour force","Thousand","601.3"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","11","Potential additional labour force","Thousand","55.7"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","12","Others not in labour force","Thousand","545.6"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","1","Male","14","Unemployed seeking work as self-employed","Thousand","5.3"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","-","All ILO economic status","Thousand","1957"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","01","In labour force","Thousand","1074.4"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","02","In employment","Thousand","1014.7"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","03","In employment full-time","Thousand","698.5"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","04","In employment part-time","Thousand","316.1"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","05","In employment part-time - not underemployed","Thousand","248.2"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","06","In employment part-time - underemployed","Thousand","67.9"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","07","Unemployed","Thousand","59.7"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","35.9"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","09","Unemployed seeking part-time work","Thousand","21.8"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","10","Not in labour force","Thousand","882.7"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","11","Potential additional labour force","Thousand","64.4"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","12","Others not in labour force","Thousand","818.3"
"QLF01C01","Persons aged 15 years and over","20181","2018Q1","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","-","All ILO economic status","Thousand","3870.5"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","01","In labour force","Thousand","2407.5"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","02","In employment","Thousand","2261.7"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","03","In employment full-time","Thousand","1804.3"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","04","In employment part-time","Thousand","457.4"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","05","In employment part-time - not underemployed","Thousand","328.2"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","06","In employment part-time - underemployed","Thousand","129.2"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","07","Unemployed","Thousand","145.9"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","105.7"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","09","Unemployed seeking part-time work","Thousand","33.4"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","10","Not in labour force","Thousand","1462.9"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","11","Potential additional labour force","Thousand","134.9"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","12","Others not in labour force","Thousand","1328.1"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","6.8"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","-","All ILO economic status","Thousand","1900.2"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","01","In labour force","Thousand","1301.8"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","02","In employment","Thousand","1220.8"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","03","In employment full-time","Thousand","1075.3"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","04","In employment part-time","Thousand","145.4"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","05","In employment part-time - not underemployed","Thousand","89.7"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","06","In employment part-time - underemployed","Thousand","55.7"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","07","Unemployed","Thousand","81.1"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","66.6"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","09","Unemployed seeking part-time work","Thousand","10.5"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","10","Not in labour force","Thousand","598.3"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","11","Potential additional labour force","Thousand","62.7"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","12","Others not in labour force","Thousand","535.6"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","1","Male","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","-","All ILO economic status","Thousand","1970.3"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","01","In labour force","Thousand","1105.7"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","02","In employment","Thousand","1040.9"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","03","In employment full-time","Thousand","728.9"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","04","In employment part-time","Thousand","312"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","05","In employment part-time - not underemployed","Thousand","238.5"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","06","In employment part-time - underemployed","Thousand","73.5"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","07","Unemployed","Thousand","64.8"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","39.2"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","09","Unemployed seeking part-time work","Thousand","22.9"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","10","Not in labour force","Thousand","864.6"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","11","Potential additional labour force","Thousand","72.2"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","12","Others not in labour force","Thousand","792.4"
"QLF01C01","Persons aged 15 years and over","20182","2018Q2","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","-","All ILO economic status","Thousand","3885.7"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","01","In labour force","Thousand","2427.5"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","02","In employment","Thousand","2282.7"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","03","In employment full-time","Thousand","1820.3"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","04","In employment part-time","Thousand","462.4"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","05","In employment part-time - not underemployed","Thousand","350.2"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","06","In employment part-time - underemployed","Thousand","112.2"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","07","Unemployed","Thousand","144.8"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","100.7"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","09","Unemployed seeking part-time work","Thousand","37.6"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","10","Not in labour force","Thousand","1458.2"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","11","Potential additional labour force","Thousand","120.1"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","12","Others not in labour force","Thousand","1338.1"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","6.4"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","-","All ILO economic status","Thousand","1906.7"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","01","In labour force","Thousand","1314.2"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","02","In employment","Thousand","1237.2"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","03","In employment full-time","Thousand","1094.7"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","04","In employment part-time","Thousand","142.5"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","05","In employment part-time - not underemployed","Thousand","93.8"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","06","In employment part-time - underemployed","Thousand","48.7"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","07","Unemployed","Thousand","76.9"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","08","Unemployed seeking full-time work/future job-starter","Thousand","61"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","09","Unemployed seeking part-time work","Thousand","11.1"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","10","Not in labour force","Thousand","592.6"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","11","Potential additional labour force","Thousand","56.3"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","12","Others not in labour force","Thousand","536.3"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","1","Male","14","Unemployed seeking work as self-employed","Thousand","4.8"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","-","All ILO economic status","Thousand","1978.9"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","01","In labour force","Thousand","1113.3"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","02","In employment","Thousand","1045.5"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","03","In employment full-time","Thousand","725.6"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","04","In employment part-time","Thousand","319.9"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","05","In employment part-time - not underemployed","Thousand","256.4"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","06","In employment part-time - underemployed","Thousand","63.5"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","07","Unemployed","Thousand","67.8"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","08","Unemployed seeking full-time work/future job-starter","Thousand","39.7"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","09","Unemployed seeking part-time work","Thousand","26.5"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","10","Not in labour force","Thousand","865.6"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","11","Potential additional labour force","Thousand","63.8"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","12","Others not in labour force","Thousand","801.8"
"QLF01C01","Persons aged 15 years and over","20183","2018Q3","2","Female","14","Unemployed seeking work as self-employed","Thousand",""
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","-","All ILO economic status","Thousand","3904.9"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","01","In labour force","Thousand","2420.9"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","02","In employment","Thousand","2290.4"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","03","In employment full-time","Thousand","1823.7"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","04","In employment part-time","Thousand","466.7"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","05","In employment part-time - not underemployed","Thousand","356.2"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","06","In employment part-time - underemployed","Thousand","110.5"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","07","Unemployed","Thousand","130.5"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","08","Unemployed seeking full-time work/future job-starter","Thousand","91"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","09","Unemployed seeking part-time work","Thousand","34.4"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","10","Not in labour force","Thousand","1483.9"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","11","Potential additional labour force","Thousand","109.8"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","12","Others not in labour force","Thousand","1374.2"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","-","Both sexes","14","Unemployed seeking work as self-employed","Thousand","5"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","1","Male","-","All ILO economic status","Thousand","1917.1"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","1","Male","01","In labour force","Thousand","1306.7"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","1","Male","02","In employment","Thousand","1235.8"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","1","Male","03","In employment full-time","Thousand","1095.8"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","1","Male","04","In employment part-time","Thousand","140"
"QLF01C01","Persons aged 15 years and over","20184","2018Q4","1","Male","05","In employment part-time - not underemployed","Thousand","93.3"
