period,programme,scheme,scheme_description,basis,county,county_code,UGI,recipients
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1656.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,2051.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,6796.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,2044.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,1881.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,7131.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1862.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1913.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,16698.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,4160.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,4726.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Unknown,XX,unknown,47813.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Unknown,XX,unknown,37.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Unknown,XX,unknown,7801.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,12010.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,2720.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,3259.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,8395.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,1807.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,2409.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,15122.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,4216.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,4266.0
2023Q1,Pensions,SPC,State Pension Contributory,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,14315.0
2023Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,2453.0
2023Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,3556.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,All,All,XX,96050.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,All,All,XX,160878.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,All,All,XX,9489.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,1441.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,2041.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,96.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,1649.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,2454.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,130.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,2642.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,4170.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,65.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,10499.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,18628.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,1396.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,4269.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,4413.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,61.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,22083.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,47927.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,4660.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,5195.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,7484.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,376.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,3507.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,4636.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,337.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,3398.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,6493.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,424.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,1903.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,3084.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,53.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1970.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,2345.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,49.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,888.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,1339.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,22.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,4636.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,7167.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Limerick,LK,2ae19629-1440-13a3-e055-000000000001,204.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,1290.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,1643.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Longford,LD,2ae19629-1441-13a3-e055-000000000001,42.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,2779.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,4219.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Louth,LH,2ae19629-1442-13a3-e055-000000000001,97.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,3315.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,4867.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Mayo,MO,2ae19629-1443-13a3-e055-000000000001,145.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,2866.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,5507.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Meath,MH,2ae19629-1444-13a3-e055-000000000001,130.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,1218.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,1926.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Monaghan,MN,2ae19629-1445-13a3-e055-000000000001,85.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,1902.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,2261.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Offaly,OY,2ae19629-1446-13a3-e055-000000000001,54.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,1686.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,2441.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Roscommon,RN,2ae19629-1447-13a3-e055-000000000001,63.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,1571.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,2523.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Sligo,SO,2ae19629-1449-13a3-e055-000000000001,65.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,4125.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,5913.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Tipperary,TY,2ae19629-144a-13a3-e055-000000000001,108.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Unknown,XX,unknown,26.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Unknown,XX,unknown,32.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Unknown,XX,unknown,6.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,2878.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,4366.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Waterford,WD,2ae19629-144b-13a3-e055-000000000001,55.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,2153.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,2963.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Westmeath,WH,2ae19629-144c-13a3-e055-000000000001,191.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,3672.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,5041.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Wexford,WX,2ae19629-144d-13a3-e055-000000000001,209.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,2489.0
2023Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,4995.0
2023Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,Wicklow,WW,2ae19629-144e-13a3-e055-000000000001,366.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,All,All,XX,27499.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,All,All,XX,45625.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,All,All,XX,20589.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,All,All,XX,6710.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,All,All,XX,173639.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,All,All,XX,65871.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,All,All,XX,1133.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,325.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,613.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,258.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,84.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,2921.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,913.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Carlow,CW,2ae19629-143d-13a3-e055-000000000001,10.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,466.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,555.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,392.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,110.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,3150.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,917.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Cavan,CN,2ae19629-1448-13a3-e055-000000000001,19.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,656.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1101.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,502.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,161.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,5647.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,1863.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Clare,CE,2ae19629-1450-13a3-e055-000000000001,40.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,3051.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,4301.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,2514.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,795.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,14247.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,6815.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Cork,CK,2ae19629-1451-13a3-e055-000000000001,105.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,835.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,1538.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,674.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,210.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,9887.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,2232.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Donegal,DL,2ae19629-1452-13a3-e055-000000000001,65.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,7765.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,14809.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,5074.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,1889.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,40942.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,17577.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Dublin,DN,2ae19629-144f-13a3-e055-000000000001,261.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,1501.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,1610.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,1271.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,357.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,8792.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,3393.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Galway,GY,2ae19629-1453-13a3-e055-000000000001,78.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,719.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,1357.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,672.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,171.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,8246.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,2929.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Kerry,KY,2ae19629-1454-13a3-e055-000000000001,44.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,1524.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,1799.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,1035.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,349.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,5675.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,3165.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Kildare,KE,2ae19629-1455-13a3-e055-000000000001,27.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,599.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,792.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,458.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,148.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,3493.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,1364.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Kilkenny,KK,2ae19629-1456-13a3-e055-000000000001,24.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,474.0
2023Q1,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,813.0
2023Q1,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,366.0
2023Q1,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,116.0
2023Q1,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,2864.0
2023Q1,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,1142.0
2023Q1,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,Laois,LS,2ae19629-143e-13a3-e055-000000000001,21.0
2023Q1,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,Leitrim,LM,2ae19629-143f-13a3-e055-000000000001,188.0
